-----
{
 "description": "This data provides details on the total number of days each member signed the member's attendance register of session 4 of Lok Sabha 15 from 22nd February 2010 to 16th March 2010 and 12th April 2010 to 07th May 2010.", 
 "file_name": "Attendance_of_the_Members_of_Lok_Sabha_15_Session_4.xls", 
 "title": "Download XLS for Attendance of the Members of Lok Sabha 15 for Budget Session 4", 
 "url": "http://data.gov.in/sites/default/files/Attendance_of_the_Members_of_Lok_Sabha_15_Session_4.xls"
}
-----
"S.No.","Division/Seat No.","Name of Member","Lok Sabha","Session","State","Constituency","Total Sittings","No. of days member signed the register"
415.0,479.0,"Shri  Vishnu Deo  Sai                                               ",15.0,4.0,"Chhattisgarh                                                ","Raigarh",32.0,22.0
416.0,480.0,"Shri  Radha Mohan  Singh                                             ",15.0,4.0,"Bihar                                                       ","Purvi Champaran ",32.0,29.0
417.0,481.0,"Shri  Shripad Yesso  Naik                                              ",15.0,4.0,"Goa                                                         ","North Goa",32.0,24.0
418.0,482.0,"Shri  Nikhil Kumar  Choudhary                                         ",15.0,4.0,"Bihar                                                       ","Katihar",32.0,29.0
419.0,483.0,"Shri  Dilip Kumar Mansukhlal  Gandhi                                            ",15.0,4.0,"Maharashtra                                                 ","Ahmednagar",32.0,29.0
420.0,484.0,"Shri  Anant Kumar  Hegde                                             ",15.0,4.0,"Karnataka                                                   ","Uttara Kannada",32.0,19.0
421.0,486.0,"Shri  Ram Singh  Kaswan                                            ",15.0,4.0,"Rajasthan                                                   ","Churu",32.0,30.0
422.0,487.0,"Shri  Mansukhbhai Dhanjibhai  Vasava                                            ",15.0,4.0,"Gujarat                                                     ","Bharuch",32.0,29.0
423.0,488.0,"Shri  G.S.  Basavaraj                                         ",15.0,4.0,"Karnataka                                                   ","Tumkur",32.0,29.0
424.0,489.0,"Shri  D.B. Chandre  Gowda                                             ",15.0,4.0,"Karnataka                                                   ","Bangalore North",32.0,19.0
425.0,490.0,"Shri  Lalji  Tandon                                            ",15.0,4.0,"Uttar Pradesh                                               ","Lucknow",32.0,30.0
426.0,490.0,"Shri  Baliram  Kashyap                                           ",15.0,4.0,"Chhattisgarh                                                ","Bastar",32.0,1.0
427.0,491.0,"Shri  Ashok  Argal                                             ",15.0,4.0,"Madhya Pradesh                                              ","Bhind",32.0,28.0
428.0,492.0,"Shri    Virendra Kumar                                    ",15.0,4.0,"Madhya Pradesh                                              ","Tikamgarh",32.0,31.0
429.0,493.0,"Shri  Ganesh  Singh                                             ",15.0,4.0,"Madhya Pradesh                                              ","Satna",32.0,28.0
430.0,494.0,"Shri  Rakesh  Singh                                             ",15.0,4.0,"Madhya Pradesh                                              ","Jabalpur",32.0,29.0
431.0,495.0,"Shri  Anurag Singh  Thakur                                            ",15.0,4.0,"Himachal Pradesh                                            ","Hamirpur",32.0,27.0
432.0,496.0,"Shri  Raosaheb  Dadarao  Danve                                             ",15.0,4.0,"Maharashtra                                                 ","Jalna",32.0,23.0
433.0,497.0,"Shri  Rajen  Gohain                                            ",15.0,4.0,"Assam                                                       ","Nawgong",32.0,25.0
434.0,498.0,"Shri  Hansraj Gangaram  Ahir                                              ",15.0,4.0,"Maharashtra                                                 ","Chandrapur",32.0,23.0
435.0,499.0,"Shri  Sohan  Potai                                             ",15.0,4.0,"Chhattisgarh                                                ","Kanker",32.0,28.0
436.0,500.0,"Shri  Ramsinhbhai Patalbhai  Rathwa                                            ",15.0,4.0,"Gujarat                                                     ","Chhota Udaipur",32.0,29.0
437.0,501.0,"Shri  Ramesh Chandappa  Jigajinagi                                        ",15.0,4.0,"Karnataka                                                   ","Bijapur",32.0,18.0
438.0,502.0,"Shri  Ravindra Kumar  Pandey                                            ",15.0,4.0,"Jharkhand                                                   ","Giridih",32.0,21.0
439.0,503.0,"Shri  Kirti  Azad                                              ",15.0,4.0,"Bihar                                                       ","Darbhanga",32.0,30.0
440.0,504.0,"Shri  Prahlad  Joshi                                             ",15.0,4.0,"Karnataka                                                   ","Dharwad",32.0,26.0
441.0,505.0,"Shri  Sanjay  Dhotre                                            ",15.0,4.0,"Maharashtra                                                 ","Akola",32.0,20.0
442.0,506.0,"Shri  P.C.  Gaddigoudar                                       ",15.0,4.0,"Karnataka                                                   ","Bagalkot",32.0,32.0
443.0,507.0,"Shri  Navjot Singh  Sidhu                                             ",15.0,4.0,"Punjab                                                      ","Amritsar",32.0,7.0
444.0,508.0,"Shri  Harischandra Deoram  Chavan                                            ",15.0,4.0,"Maharashtra                                                 ","Dindori",32.0,27.0
445.0,509.0,"Shri  Haribhau  Jawale                                            ",15.0,4.0,"Maharashtra                                                 ","Raver",32.0,31.0
446.0,510.0,"Shri   G.M.  Siddeswara                                        ",15.0,4.0,"Karnataka                                                   ","Davanagere",32.0,22.0
447.0,511.0,"Shri  Dushyant  Singh                                             ",15.0,4.0,"Rajasthan                                                   ","Jhalawar-Baran",32.0,18.0
448.0,512.0,"Shri  Bishnu Pada  Ray                                               ",15.0,4.0,"Andaman and Nicobar Islands                                 ","Andaman and Nicobar Islands",32.0,29.0
449.0,513.0,"Shri  Uday  Singh                                             ",15.0,4.0,"Bihar                                                       ","Purnia",32.0,25.0
450.0,514.0,"Shri  Govind Prasad  Mishra                                            ",15.0,4.0,"Madhya Pradesh                                              ","Sidhi",32.0,32.0
451.0,515.0,"Shri  Dinubhai  Boghabhal   Solanki                               ",15.0,4.0,"Gujarat                                                     ","Junagadh",32.0,4.0
452.0,516.0,"Shri  Chandulal Sahu  Chandu Bhaiya  ",15.0,4.0,"Chhattisgarh                                                ","Mahasamund",32.0,29.0
453.0,517.0,"Shri  Bhupendra  Singh                                             ",15.0,4.0,"Madhya Pradesh                                              ","Sagar",32.0,28.0
454.0,518.0,"Shri  Sudarshan  Bhagat                                            ",15.0,4.0,"Jharkhand                                                   ","Lohardaga",32.0,29.0
455.0,519.0,"Dr.  Sanjay  Jaiswal                                           ",15.0,4.0,"Bihar                                                       ","Paschim Champaran",32.0,25.0
456.0,520.0,"Shri  Prabhatsinh  Pratapsinh Chauhan                                ",15.0,4.0,"Gujarat                                                     ","Panchmahal",32.0,28.0
457.0,521.0,"Shri  Pashupati Nath  Singh                                             ",15.0,4.0,"Jharkhand                                                   ","Dhanbad",32.0,31.0
458.0,523.0,"Shri  Devidhan  Besra                                             ",15.0,4.0,"Jharkhand                                                   ","Rajmahal",32.0,27.0
459.0,524.0,"Dr.  Bhola  Singh                                             ",15.0,4.0,"Bihar                                                       ","Nawada",32.0,28.0
460.0,525.0,"Shri  Devji M.  Patel                                             ",15.0,4.0,"Rajasthan                                                   ","Jalore",32.0,28.0
461.0,526.0,"Shri  C. R.  Patil                                             ",15.0,4.0,"Gujarat                                                     ","Navsari",32.0,24.0
462.0,527.0,"Shri  Balkrishna Khanderao  Shukla                                            ",15.0,4.0,"Gujarat                                                     ","Vadodara",32.0,27.0
463.0,528.0,"Shri  B. Y.  Raghavendra                                       ",15.0,4.0,"Karnataka                                                   ","Shimoga",32.0,19.0
464.0,529.0,"Shri  Arjun Ram  Meghwal                                           ",15.0,4.0,"Rajasthan                                                   ","Bikaner",32.0,32.0
465.0,530.0,"Shri  A.T. Nana  Patil                                             ",15.0,4.0,"Maharashtra                                                 ","Jalgaon",32.0,30.0
466.0,531.0,"Shri  Shivraj  Bhaiya                                            ",15.0,4.0,"Madhya Pradesh                                              ","Damoh",32.0,31.0
467.0,532.0,"Shri  Sonawane  Pratap Narayanrao                                 ",15.0,4.0,"Maharashtra                                                 ","Dhule",32.0,27.0
468.0,533.0,"Shri  Pradeep Kumar  Singh                                             ",15.0,4.0,"Bihar                                                       ","Araria",32.0,25.0
469.0,534.0,"Shri  Makhansingh  Solanki                                           ",15.0,4.0,"Madhya Pradesh                                              ","Khargone",32.0,24.0
470.0,535.0,"Shri  Chauhan  Mahendrasinh                                      ",15.0,4.0,"Gujarat                                                     ","Sabarkantha",32.0,32.0
471.0,536.0,"Shri  Madhusudan  Yadav                                             ",15.0,4.0,"Chhattisgarh                                                ","Rajnandgaon",32.0,13.0
472.0,537.0,"Shri  Lalubhai  B.  Patel                                             ",15.0,4.0,"Daman and Diu                                               ","Daman and Diu",32.0,27.0
473.0,538.0,"Dr.  Kiritbhai  Premajibhai    Solanki                            ",15.0,4.0,"Gujarat                                                     ","Ahmedabad West",32.0,31.0
474.0,539.0,"Shri  K. D.  Deshmukh                                          ",15.0,4.0,"Madhya Pradesh                                              ","Balaghat",32.0,16.0
475.0,540.0,"Shri  Janardhana  Swamy                                             ",15.0,4.0,"Karnataka                                                   ","Chitradurga",32.0,21.0
476.0,541.0,"Smt.  Kamla Devi  Patle                                             ",15.0,4.0,"Chhattisgarh                                                ","Janjgir-Champa ",32.0,22.0
477.0,542.0,"Smt.  Jyoti  Dhurve                                            ",15.0,4.0,"Madhya Pradesh                                              ","Betul",32.0,27.0
478.0,543.0,"Ms.  J.  Shantha                                           ",15.0,4.0,"Karnataka                                                   ","Bellary",32.0,19.0
479.0,544.0,"Smt.  Jayshreeben  Kanubhai    Patel                                 ",15.0,4.0,"Gujarat                                                     ","Mehesana",32.0,29.0
480.0,545.0,"Shri  Nishikant  Dubey                                             ",15.0,4.0,"Jharkhand                                                   ","Godda",32.0,31.0
481.0,546.0,"Shri  Natubhai Gomanbhai  Patel                                             ",15.0,4.0,"Dadra and Nagar Haveli                                      ","Dadra and Nagar Haveli",32.0,23.0
482.0,547.0,"Shri    Naranbhai   Kachhadia                             ",15.0,4.0,"Gujarat                                                     ","Amreli",32.0,30.0
483.0,548.0,"Shri  Nalin Kumar  Kateel                                            ",15.0,4.0,"Karnataka                                                   ","Dakshina Kannada",32.0,19.0
484.0,549.0,"Shri  Murarilal  Singh                                             ",15.0,4.0,"Chhattisgarh                                                ","Surguja",32.0,24.0
485.0,550.0,"Smt.  Jat Poonamben  Veljibhai                                         ",15.0,4.0,"Gujarat                                                     ","Kachchh",32.0,28.0
